TableName;TableDescription;ColumnName;ColumnDescription
HFMACHP;Machine (PC);NALJCR;Libelle du jour de creation
HFMACHP;Machine (PC);NALJMJ;Libelle du jour de derniere mise a jour
HFMACHP;Machine (PC);NALMAC;Libelle machine
HFMACHP;Machine (PC);NAMCRE;Date de creation - mois
HFMACHP;Machine (PC);NAMMAJ;Date de derniere mise a jour - mois
HFMACHP;Machine (PC);NANCOM;Numero de commentaire
HFMACHP;Machine (PC);NANMAC;Nom reseau de la machine
HFMACHP;Machine (PC);NARMAC;Libelle reduit machine
HFMACHP;Machine (PC);NASCRE;Date de creation - siecle
HFMACHP;Machine (PC);NASMAJ;Date de derniere mise a jour - siecle
HFMACHP;Machine (PC);NATOPD;Top desactivation
HFMADOP;Machine / Document;LMACRE;Date de creation - annee
HFMADOP;Machine / Document;LMAMAJ;Date de derniere mise a jour - annee
HFMADOP;Machine / Document;LMCDOC;Code document
HFMADOP;Machine / Document;LMCIMP;Code imprimante
HFMADOP;Machine / Document;LMCMAC;Code machine
HFMADOP;Machine / Document;LMCUCR;Code utilisateur creation
HFMADOP;Machine / Document;LMCUMJ;Code utilisateur derniere mise a jour
HFMADOP;Machine / Document;LMDCRE;Date de creation
HFMADOP;Machine / Document;LMDMAJ;Date de derniere mise a jour
HFMADOP;Machine / Document;LMHCRE;Heure de creation
HFMADOP;Machine / Document;LMHMAJ;Heure de derniere mise a jour
HFMADOP;Machine / Document;LMJCRE;Date de creation - jour
HFMADOP;Machine / Document;LMJMAJ;Date de derniere mise a jour - jour
HFMADOP;Machine / Document;LMLJCR;Libelle du jour de creation
HFMADOP;Machine / Document;LMLJMJ;Libelle du jour de derniere mise a jour
HFMADOP;Machine / Document;LMMCRE;Date de creation - mois
HFMADOP;Machine / Document;LMMMAJ;Date de derniere mise a jour - mois
HFMADOP;Machine / Document;LMSCRE;Date de creation - siecle
HFMADOP;Machine / Document;LMSMAJ;Date de derniere mise a jour - siecle
HFMAIMP;Machine / Imprimante;LNACRE;Date de creation - annee
HFMAIMP;Machine / Imprimante;LNAMAJ;Date de derniere mise a jour - annee
HFMAIMP;Machine / Imprimante;LNCIMP;Code imprimante
HFMAIMP;Machine / Imprimante;LNCMAC;Code machine
HFMAIMP;Machine / Imprimante;LNCUCR;Code utilisateur creation
HFMAIMP;Machine / Imprimante;LNCUMJ;Code utilisateur derniere mise a jour
HFMAIMP;Machine / Imprimante;LNDCRE;Date de creation
HFMAIMP;Machine / Imprimante;LNDMAJ;Date de derniere mise a jour
HFMAIMP;Machine / Imprimante;LNHCRE;Heure de creation
HFMAIMP;Machine / Imprimante;LNHMAJ;Heure de derniere mise a jour
HFMAIMP;Machine / Imprimante;LNJCRE;Date de creation - jour
HFMAIMP;Machine / Imprimante;LNJMAJ;Date de derniere mise a jour - jour
HFMAIMP;Machine / Imprimante;LNLJCR;Libelle du jour de creation
HFMAIMP;Machine / Imprimante;LNLJMJ;Libelle du jour de derniere mise a jour
HFMAIMP;Machine / Imprimante;LNMCRE;Date de creation - mois
HFMAIMP;Machine / Imprimante;LNMMAJ;Date de derniere mise a jour - mois
HFMAIMP;Machine / Imprimante;LNNUIM;Numero d'imprimante
HFMAIMP;Machine / Imprimante;LNSCRE;Date de creation - siecle
HFMAIMP;Machine / Imprimante;LNSMAJ;Date de derniere mise a jour - siecle
HFMAMAP;Utilisation materiel;ULAAUM;Date utilisation materiel - annee
HFMAMAP;Utilisation materiel;ULADIP;Adresse IP
HFMAMAP;Utilisation materiel;ULCDPO;Code depot physique
HFMAMAP;Utilisation materiel;ULCMAT;Code materiel
HFMAMAP;Utilisation materiel;ULCSSN;Identifiant session
HFMAMAP;Utilisation materiel;ULDAUM;Date utilisation materiel
HFMAMAP;Utilisation materiel;ULHHUM;Heure utilisation materiel
HFMAMAP;Utilisation materiel;ULJJUM;Date utilisation materiel - jour
HFMAMAP;Utilisation materiel;ULLJUM;Libelle jour utilisation materiel
HFMAMAP;Utilisation materiel;ULMMUM;Date utilisation materiel - mois
HFMAMAP;Utilisation materiel;ULSSUM;Date utilisation materiel - siecle
HFMARSP;Machine - Resolution;NACMAC;Code machine
HFMARSP;Machine - Resolution;NAFMTFMAC;Format de la fenetre pour la machine (RFG)
HFMARSP;Machine - Resolution;NAHAUFMAC;Hauteur de la fenetre pour la machine (RFG)
HFMARSP;Machine - Resolution;NALARFMAC;Largeur de la fenetre pour la machine (RFG)
HFMNLTP;Libelles traduites des menus;M1CLGM;Code langue windows
HFMNLTP;Libelles traduites des menus;M1CMNU;Code menu
HFMNLTP;Libelles traduites des menus;M1LMNT;Libelle menu traduit
HFMODWP;Module Reflex Web V9;MODCMODULE;Code module Reflex
HFMODWP;Module Reflex Web V9;MODSEQAFF;Sequence d'affichage module
HFMODWP;Module Reflex Web V9;MODCKERNEL;Code kernel Reflex
HFMODWP;Module Reflex Web V9;MODDMISDMO;Date (8) de mise a disposition
HFMOIMP;Modele d'imprimante (systeme);LRCMIM;Code modele d'imprimante
HFMOIMP;Modele d'imprimante (systeme);LRLMIM;Libelle modele d'imprimante
HFMOLTP;Libelles traduits des modules Reflex Web V9;LMDLMODTRA;Libelle module traduit
HFMOLTP;Libelles traduits des modules Reflex Web V9;LMDCMODULE;Code module Reflex
HFMOLTP;Libelles traduits des modules Reflex Web V9;LMDCLANGMO;Code langue windows
HFMOLTP;Libelles traduits des modules Reflex Web V9;LMDCEXTMOD;Code externe traduit
HFMUAMP;Autorisations sur menus;M5ACRE;Date de creation - annee
HFMUAMP;Autorisations sur menus;M5AMAJ;Date de derniere mise a jour - annee
HFMUAMP;Autorisations sur menus;M5CGPG;Code groupe programme
HFMUAMP;Autorisations sur menus;M5CMNU;Code menu
HFMUAMP;Autorisations sur menus;M5CUCR;Code utilisateur creation
HFMUAMP;Autorisations sur menus;M5CUMJ;Code utilisateur derniere mise a jour
HFMUAMP;Autorisations sur menus;M5DCRE;Date de creation
HFMUAMP;Autorisations sur menus;M5DMAJ;Date de derniere mise a jour
HFMUAMP;Autorisations sur menus;M5HCRE;Heure de creation
HFMUAMP;Autorisations sur menus;M5HMAJ;Heure de derniere mise a jour
HFMUAMP;Autorisations sur menus;M5JCRE;Date de creation - jour
HFMUAMP;Autorisations sur menus;M5JMAJ;Date de derniere mise a jour - jour
HFMUAMP;Autorisations sur menus;M5LJCR;Libelle (3) jour de creation
HFMUAMP;Autorisations sur menus;M5LJMJ;Libelle (3) jour derniere mise a jou
HFMUAMP;Autorisations sur menus;M5MCRE;Date de creation - mois
HFMUAMP;Autorisations sur menus;M5MMAJ;Date de derniere mise a jour - mois
HFMUAMP;Autorisations sur menus;M5NCOM;Numero de commentaire
HFMUAMP;Autorisations sur menus;M5SCRE;Date de creation - siecle
HFMUAMP;Autorisations sur menus;M5SMAJ;Date de derniere mise a jour - siecle
HFMUAMP;Autorisations sur menus;M5TAMU;Top menu autorise
HFMUFAP;Menu favoris utilisateur;M7CCMF;Couleur d'affichage du menu dans favoris
HFMUFAP;Menu favoris utilisateur;M7CMNU;Code menu
HFMUFAP;Menu favoris utilisateur;M7CUTI;Code utilisateur
HFMUFAP;Menu favoris utilisateur;M7LMFA;Libelle menu favoris
HFMUFAP;Menu favoris utilisateur;M7NOFA;Numero d'ordre d'un menu favoris
HFMUMSP;Menus standards;M0ACRE;Date de creation - annee
HFMUMSP;Menus standards;M0AMAJ;Date de derniere mise a jour - annee
HFMUMSP;Menus standards;M0CAMU;Code action menu
HFMUMSP;Menus standards;M0CMNU;Code menu
HFMUMSP;Menus standards;M0CIICONE;Code interne icone
HFMUMSP;Menus standards;M0CPGO;Code programme a appeler
HFMUMSP;Menus standards;M0CUCR;Code utilisateur creation
HFMUMSP;Menus standards;M0CUMJ;Code utilisateur derniere mise a jour
HFMUMSP;Menus standards;M0DCRE;Date de creation
HFMUMSP;Menus standards;M0DMAJ;Date de derniere mise a jour
HFMUMSP;Menus standards;M0HCRE;Heure de creation
HFMUMSP;Menus standards;M0HMAJ;Heure de derniere mise a jour
HFMUMSP;Menus standards;M0JCRE;Date de creation - jour
HFMUMSP;Menus standards;M0JMAJ;Date de derniere mise a jour - jour
HFMUMSP;Menus standards;M0LJCR;Libelle (3) jour de creation
HFMUMSP;Menus standards;M0LJMJ;Libelle (3) jour derniere mise a jour
HFMUMSP;Menus standards;M0MCRE;Date de creation - mois
HFMUMSP;Menus standards;M0MDMN;Code module menu
HFMUMSP;Menus standards;M0MMAJ;Date de derniere mise a jour - mois
HFMUMSP;Menus standards;M0NCOM;Numero de commentaire
HFMUMSP;Menus standards;M0PAAP;Parametres d'appel du programme
HFMUMSP;Menus standards;M0SCRE;Date de creation - siecle
HFMUMSP;Menus standards;M0SMAJ;Date de derniere mise a jour - siecle
HFMUMSP;Menus standards;M0TMST;Top menu standard
HFMUMSP;Menus standards;M0TPGM;Code type de programme
HFMUMSP;Menus standards;M0TYMU;Type de menu
HFMUMWP;Menus - complement web;M0CMNU;Code menu
HFMUMWP;Menus - complement web;M0TDECONX;Top deconnexion
HFMUMWP;Menus - complement web;M0TYPPGMW;Code type de programme web
HFMUMWP;Menus - complement web;M0PARPPOP;Parametre du programme pop up
HFMUMWP;Menus - complement web;M0PGMTRAC;Programme a afficher dans les traces
HFMUMWP;Menus - complement web;M0CTRTTRA;Code traitement des traces
HFMUNMP;Nomenclature de menus;M2ACRE;Date de creation - annee
HFMUNMP;Nomenclature de menus;M2AMAJ;Date de derniere mise a jour - annee
HFMUNMP;Nomenclature de menus;M2CMNF;Code menu fils
HFMUNMP;Nomenclature de menus;M2CMNU;Code menu pere
HFMUNMP;Nomenclature de menus;M2CUCR;Code utilisateur creation
HFMUNMP;Nomenclature de menus;M2CUMJ;Code utilisateur derniere mise a jour
HFMUNMP;Nomenclature de menus;M2DCRE;Date de creation
HFMUNMP;Nomenclature de menus;M2DMAJ;Date de derniere mise a jour
HFMUNMP;Nomenclature de menus;M2HCRE;Heure de creation
HFMUNMP;Nomenclature de menus;M2HMAJ;Heure de derniere mise a jour
HFMUNMP;Nomenclature de menus;M2JCRE;Date de creation - jour
HFMUNMP;Nomenclature de menus;M2JMAJ;Date de derniere mise a jour - jour
HFMUNMP;Nomenclature de menus;M2LJCR;Libelle (3) jour de creation
HFMUNMP;Nomenclature de menus;M2LJMJ;Libelle (3) jour derniere mise a jour
HFMUNMP;Nomenclature de menus;M2MCRE;Date de creation - mois
HFMUNMP;Nomenclature de menus;M2MMAJ;Date de derniere mise a jour - mois
HFMUNMP;Nomenclature de menus;M2NCOM;Numero de commentaire
HFMUNMP;Nomenclature de menus;M2NOMN;Numero d'ordre du menu fils
HFMUNMP;Nomenclature de menus;M2SCRE;Date de creation - siecle
HFMUNMP;Nomenclature de menus;M2SMAJ;Date de derniere mise a jour - siecle
HFMUPMP;Menus personnalisees;M6ACRE;Date de creation - annee
HFMUPMP;Menus personnalisees;M6AMAJ;Date de derniere mise a jour - annee
HFMUPMP;Menus personnalisees;M6CCMP;Couleur d'affichage du menu personnalise
HFMUPMP;Menus personnalisees;M6CMNU;Code menu
HFMUPMP;Menus personnalisees;M6CUCR;Code utilisateur creation
HFMUPMP;Menus personnalisees;M6CUMJ;Code utilisateur derniere mise a jour
HFMUPMP;Menus personnalisees;M6CUTI;Code utilisateur
HFMUPMP;Menus personnalisees;M6DCRE;Date de creation
HFMUPMP;Menus personnalisees;M6DMAJ;Date de derniere mise a jour
HFMUPMP;Menus personnalisees;M6HCRE;Heure de creation
HFMUPMP;Menus personnalisees;M6HMAJ;Heure de derniere mise a jour
HFMUPMP;Menus personnalisees;M6JCRE;Date de creation - jour
HFMUPMP;Menus personnalisees;M6JMAJ;Date de derniere mise a jour - jour
HFMUPMP;Menus personnalisees;M6LJCR;Libelle (3) jour de creation
HFMUPMP;Menus personnalisees;M6LJMJ;Libelle (3) jour derniere mise a jour
HFMUPMP;Menus personnalisees;M6LMPE;Libelle menu personnalise
HFMUPMP;Menus personnalisees;M6MCRE;Date de creation - mois
HFMUPMP;Menus personnalisees;M6MMAJ;Date de derniere mise a jour - mois
HFMUPMP;Menus personnalisees;M6NCOM;Numero de commentaire
HFMUPMP;Menus personnalisees;M6SCRE;Date de creation - siecle
HFMUPMP;Menus personnalisees;M6SMAJ;Date de derniere mise a jour - siecle
HFMUPMP;Menus personnalisees;M6TAXP;Top affichage expanse menu personnalise
HFMUPMP;Menus personnalisees;M6TMPV;Top menu personnalise visible
HFNOTIP;Valeurs des notifications (pastilles) RF;NOTCATL;Code atelier
HFNOTIP;Valeurs des notifications (pastilles) RF;NOTCDPO;Code depot physique
HFNOTIP;Valeurs des notifications (pastilles) RF;NOTCPMJ;Code programme derniere mise a jour
HFNOTIP;Valeurs des notifications (pastilles) RF;NOTDHMJ;Date-heure de derniere mise a jour
HFNOTIP;Valeurs des notifications (pastilles) RF;HLIDNO;Identifiant notification
HFNOTIP;Valeurs des notifications (pastilles) RF;HLTYNO;Code type notification
HFNOTIP;Valeurs des notifications (pastilles) RF;HLCOULNO;Code couleur notification
HFNOTIP;Valeurs des notifications (pastilles) RF;HLVNNO;Valeurs notification
HFNOTIP;Valeurs des notifications (pastilles) RF;HLVSNO;Valeur secondaire notification
HFNOTIP;Valeurs des notifications (pastilles) RF;NOTCRAYMAG;Code rayon surface de vente
HFNUIMP;Numero d'imprimante;LPACRE;Date de creation - annee
HFNUIMP;Numero d'imprimante;LPAMAJ;Date de derniere mise a jour - annee
HFNUIMP;Numero d'imprimante;LPCUCR;Code utilisateur creation
HFNUIMP;Numero d'imprimante;LPCUMJ;Code utilisateur derniere mise a jour
HFNUIMP;Numero d'imprimante;LPDCRE;Date de creation
HFNUIMP;Numero d'imprimante;LPDMAJ;Date de derniere mise a jour
HFNUIMP;Numero d'imprimante;LPFOPA;Format du papier
HFNUIMP;Numero d'imprimante;LPHCRE;Heure de creation
HFNUIMP;Numero d'imprimante;LPHMAJ;Heure de derniere mise a jour
HFNUIMP;Numero d'imprimante;LPJCRE;Date de creation - jour
HFNUIMP;Numero d'imprimante;LPJMAJ;Date de derniere mise a jour - jour
HFNUIMP;Numero d'imprimante;LPLJCR;Libelle du jour de creation
HFNUIMP;Numero d'imprimante;LPLJMJ;Libelle du jour de derniere mise a jour
HFNUIMP;Numero d'imprimante;LPLNIM;Libelle numero d'imprimante
HFNUIMP;Numero d'imprimante;LPMCRE;Date de creation - mois
HFNUIMP;Numero d'imprimante;LPMMAJ;Date de derniere mise a jour - mois
HFNUIMP;Numero d'imprimante;LPNCOM;Numero de commentaire
HFNUIMP;Numero d'imprimante;LPNUIM;Numero d'imprimante
HFNUIMP;Numero d'imprimante;LPORIE;Orientation du papier
HFNUIMP;Numero d'imprimante;LPPOLI;Police a utiliser pour l'impression
HFNUIMP;Numero d'imprimante;LPRNIM;Libelle reduit numero d'imprimante
HFNUIMP;Numero d'imprimante;LPSCRE;Date de creation - siecle
HFNUIMP;Numero d'imprimante;LPSMAJ;Date de derniere mise a jour - siecle
HFNUIMP;Numero d'imprimante;LPTRAW;Top utilisation option /RAM
HFPAENP;Parametrage environnement;XNACRE;Date de creation - annee
HFPAENP;Parametrage environnement;XNAMAJ;Date de derniere mise a jour - annee
HFPAENP;Parametrage environnement;XNCGPP;Code groupe de parametres
HFPAENP;Parametrage environnement;XNCPEN;Code parametre environnement
HFPAENP;Parametrage environnement;XNCUCR;Code utilisateur creation
HFPAENP;Parametrage environnement;XNCUMJ;Code utilisateur derniere mise a jour
HFPAENP;Parametrage environnement;XNDCRE;Date de creation
HFPAENP;Parametrage environnement;XNDMAJ;Date de derniere mise a jour
HFPAENP;Parametrage environnement;XNHCRE;Heure de creation
HFPAENP;Parametrage environnement;XNHMAJ;Heure de derniere mise a jour
HFPAENP;Parametrage environnement;XNJCRE;Date de creation - jour
HFPAENP;Parametrage environnement;XNJMAJ;Date de derniere mise a jour - jour
HFPAENP;Parametrage environnement;XNLCRE;Libelle (3) jour de creation
HFPAENP;Parametrage environnement;XNLMAJ;Libelle (3) jour derniere mise a jour
HFPAENP;Parametrage environnement;XNMCRE;Date de creation - mois
HFPAENP;Parametrage environnement;XNMMAJ;Date de derniere mise a jour - mois
HFPAENP;Parametrage environnement;XNSCRE;Date de creation - siecle
HFPAENP;Parametrage environnement;XNSMAJ;Date de derniere mise a jour - siecle
HFPAENP;Parametrage environnement;XNVPEN;Valeur parametre environnement
HFPEMAP;Utilisation personne;UPAAUP;Date utilisation personne - annee
HFPEMAP;Utilisation personne;UPADIP;Adresse IP
HFPEMAP;Utilisation personne;UPCDPL;Code depot logique
HFPEMAP;Utilisation personne;UPCPER;Code personne
HFPEMAP;Utilisation personne;UPDAUP;Date utilisation personne
HFPEMAP;Utilisation personne;UPHEUP;Heure utilisation personne
HFPEMAP;Utilisation personne;UPJJUP;Date utilisation personne - jour
HFPEMAP;Utilisation personne;UPLJUM;Libelle jour utilisation personne
HFPEMAP;Utilisation personne;UPMMUP;Date utilisation personne - mois
HFPEMAP;Utilisation personne;UPSSUP;Date utilisation personne - siecle
HFPFITP;Param file d'attente des travaux soumis;EZACRE;Date de creation - annee
HFPFITP;Param file d'attente des travaux soumis;EZAMAJ;Date de derniere mise a jour - annee
HFPFITP;Param file d'attente des travaux soumis;EZCACT;Code activite
HFPFITP;Param file d'attente des travaux soumis;EZCATO;Code archivage des travaux soumis
HFPFITP;Param file d'attente des travaux soumis;EZCDPO;Code depot physique
HFPFITP;Param file d'attente des travaux soumis;EZCFAT;Code file d'attente des travaux soumis
HFPFITP;Param file d'attente des travaux soumis;EZCFET;Code famille exclusion des travaux soumis
HFPFITP;Param file d'attente des travaux soumis;EZCMAC;Code machine
HFPFITP;Param file d'attente des travaux soumis;EZCOTS;Code traitement soumis
HFPFITP;Param file d'attente des travaux soumis;EZCPTS;Code priorite des travaux soumis
HFPFITP;Param file d'attente des travaux soumis;EZCSTS;Code priorite d'execution systeme
HFPFITP;Param file d'attente des travaux soumis;EZCUCR;Code utilisateur creation
HFPFITP;Param file d'attente des travaux soumis;EZCUMJ;Code utilisateur derniere mise a jour
HFPFITP;Param file d'attente des travaux soumis;EZDCRE;Date de creation
HFPFITP;Param file d'attente des travaux soumis;EZDMAJ;Date de derniere mise a jour
HFPFITP;Param file d'attente des travaux soumis;EZHCRE;Heure de creation
HFPFITP;Param file d'attente des travaux soumis;EZHMAJ;Heure de derniere mise a jour
HFPFITP;Param file d'attente des travaux soumis;EZJCRE;Date de creation - jour
HFPFITP;Param file d'attente des travaux soumis;EZJMAJ;Date de derniere mise a jour - jour
HFPFITP;Param file d'attente des travaux soumis;EZLJCR;Libelle du jour de creation
HFPFITP;Param file d'attente des travaux soumis;EZLJMJ;Libelle du jour de derniere mise a jour
HFPFITP;Param file d'attente des travaux soumis;EZMCRE;Date de creation - mois
HFPFITP;Param file d'attente des travaux soumis;EZMMAJ;Date de derniere mise a jour - mois
HFPFITP;Param file d'attente des travaux soumis;EZNCOM;Numero de commentaire
HFPFITP;Param file d'attente des travaux soumis;EZSCRE;Date de creation - siecle
HFPFITP;Param file d'attente des travaux soumis;EZSMAJ;Date de derniere mise a jour - siecle
HFPFITP;Param file d'attente des travaux soumis;EZTTMX;Temps de traitement max en s
HFPFITP;Param file d'attente des travaux soumis;EZTUTS;Top unicite d'execution dans la fam. d'exclusion
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWACRE;Date de creation - annee
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWAMAJ;Date de derniere mise a jour - annee
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCACT;Code activite
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCATO;Code archivage des travaux soumis
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCDPO;Code depot physique
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCFAT;Code file d'attente des travaux soumis
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCFET;Code famille exclusion des travaux soumis
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCMAC;Code machine
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCOTS;Code traitement soumis
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCPTS;Code priorite des travaux soumis
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCSTS;Priorite systeme d'execution
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCUCR;Code utilisateur creation
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCUMJ;Code utilisateur derniere mise a jour
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWCUTI;Code utilisateur
HFPFIUP;Param utilisateur file d'attente travaux soumis;EWDCRE;Date de creation
