Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Report_App_WASM.Client.csproj,,,Microsoft.AspNetCore.Components.WebAssembly 8.0.20,,,,,"Microsoft.AspNetCore.Components.WebAssembly, 8.0.20  Recommendation:  Remove Microsoft.AspNetCore.Components.WebAssembly, and replace with new package Microsoft.AspNetCore.Components.WebAssembly 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Report_App_WASM.Client.csproj,,,Microsoft.AspNetCore.Components.WebAssembly.Authentication 8.0.20,,,,,"Microsoft.AspNetCore.Components.WebAssembly.Authentication, 8.0.20  Recommendation:  Remove Microsoft.AspNetCore.Components.WebAssembly.Authentication, and replace with new package Microsoft.AspNetCore.Components.WebAssembly.Authentication 10.0.3"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Report_App_WASM.Client.csproj,,,Microsoft.Extensions.Localization 9.0.9,,,,,"Microsoft.Extensions.Localization, 9.0.9  Recommendation:  Remove Microsoft.Extensions.Localization, and replace with new package Microsoft.Extensions.Localization 10.0.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Report_App_WASM.Client.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Shared/Components/_queryEditor_razor.g.cs,5638,16,T:System.Net.Http.HttpContent,,,,,var result = await response.Content.ReadFromJsonAsync<SubmitResultRemoteData>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/Connections/Activity/_ActivityFormDialog_razor.g.cs,4997,12,T:System.Net.Http.HttpContent,,,,,"var downloadresult = await _blazorDownloadFileService.DownloadFile(""Db descriptions "" + DateTime.Now.ToString(""yyyyMMdd_HH_mm_ss"") + "".xlsx"", await response.Content.ReadAsByteArrayAsync(), ""application/octet-stream"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2359,20,T:System.Net.Http.HttpContent,,,,,_errorMessage = response.Content.ToString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2334,20,T:System.Net.Http.HttpContent,,,,,var result = await response.Content.ReadFromJsonAsync<SubmitResultRemoteData>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2327,16,T:System.Uri,,,,,_httpClientLong.BaseAddress = Http.BaseAddress;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2327,16,T:System.Uri,,,,,_httpClientLong.BaseAddress = Http.BaseAddress;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2326,16,M:System.TimeSpan.FromMinutes(System.Double),,,,,_httpClientLong.Timeout = TimeSpan.FromMinutes(10);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2238,20,T:System.Net.Http.HttpContent,,,,,response.Content.ToString();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2210,20,T:System.Net.Http.HttpContent,,,,,var result = await response.Content.ReadFromJsonAsync<SubmitResultRemoteData>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2203,16,T:System.Uri,,,,,_httpClientLong.BaseAddress = Http.BaseAddress;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2203,16,T:System.Uri,,,,,_httpClientLong.BaseAddress = Http.BaseAddress;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Pages/AdHocQueries/_ExcecuteQuery_razor.g.cs,2202,16,M:System.TimeSpan.FromMinutes(System.Double),,,,,_httpClientLong.Timeout = TimeSpan.FromMinutes(10);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\Implementations\AuthorizeApi.cs,46,12,T:System.Net.Http.HttpContent,,,,,throw new Exception(await result.Content.ReadAsStringAsync());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,190,8,T:System.Net.Http.HttpContent,,,,,return response.IsSuccessStatusCode              ? (await response.Content.ReadFromJsonAsync<ApiResponse<T>>(cancellationToken: ct))!              : null!;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,176,12,T:System.Net.Http.HttpContent,,,,,return (await response.Content.ReadFromJsonAsync<SubmitResult>())!;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,156,12,T:System.Net.Http.HttpContent,,,,,return response.IsSuccessStatusCode ? (await response.Content.ReadFromJsonAsync<T>())! : value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,136,12,T:System.Net.Http.HttpContent,,,,,return response.IsSuccessStatusCode                  ? (await response.Content.ReadFromJsonAsync<List<T>>())!                  : new List<T>();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,119,8,T:System.Uri,,,,,httpClientLong.BaseAddress = _httpClient.BaseAddress;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,119,8,T:System.Uri,,,,,httpClientLong.BaseAddress = _httpClient.BaseAddress;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,118,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,httpClientLong.Timeout = TimeSpan.FromMinutes(10);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,106,8,T:System.Uri,,,,,httpClientLong.BaseAddress = _httpClient.BaseAddress;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,106,8,T:System.Uri,,,,,httpClientLong.BaseAddress = _httpClient.BaseAddress;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,105,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,httpClientLong.Timeout = TimeSpan.FromMinutes(10);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,96,12,T:System.Net.Http.HttpContent,,,,,"var downloadResult = await _blazorDownloadFileService.DownloadFile(fileName,                  await response.Content.ReadAsByteArrayAsync(), ""application/octet-stream"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,87,8,T:System.Uri,,,,,httpClientLong.BaseAddress = _httpClient.BaseAddress;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Report_App_WASM\Client\Report_App_WASM.Client.csproj,File,Report_App_WASM\Client\Services\DataInteractionService.cs,87,8,T:System.Uri,,,,,httpClientLong.BaseAddress = _httpClient.BaseAddress;
